n_trades,win_rate,avg_trade,profit_factor,cagr,sharpe,sortino,max_dd,exposure,worst_trade,worst_year,trades_per_year,market,filter,stop,cost,data_start,data_end
44,0.5681818181818182,0.004652190777915066,2.3381599296469515,0.0513275480093498,1.0506410297949054,2.386019485937964,-0.0438181093747515,0.059752747252747256,-0.02040000000000002,0.014496729441599854,11.037774725274724,SPY,B_ibs_lt_0.5,stop_2pct,1x,2022-09-21,2026-09-16
44,0.5454545454545454,0.004252190777915068,2.1632819484704515,0.046715557712372346,0.9603058668619908,2.1532359247564163,-0.048414976435107726,0.059752747252747256,-0.020800000000000016,0.011664935005052612,11.037774725274724,SPY,B_ibs_lt_0.5,stop_2pct,2x,2022-09-21,2026-09-16
44,0.5681818181818182,0.004784626338516749,2.4307568709853915,0.052853980569684156,1.0790985897977852,2.2248248597874785,-0.03947490380173235,0.06043956043956044,-0.029762264053235277,0.0048009492637968165,11.037774725274724,SPY,B_ibs_lt_0.5,stop_5pct,1x,2022-09-21,2026-09-16
44,0.5454545454545454,0.00438462633851675,2.2446056064527626,0.048235897710790177,0.9888847663181187,2.030975499354353,-0.04025883466523539,0.06043956043956044,-0.030162264053235275,0.0019922693035450134,11.037774725274724,SPY,B_ibs_lt_0.5,stop_5pct,2x,2022-09-21,2026-09-16
44,0.5681818181818182,0.004784626338516749,2.4307568709853915,0.052853980569684156,1.0790985897977852,2.2248248597874785,-0.03947490380173235,0.06043956043956044,-0.029762264053235277,0.0048009492637968165,11.037774725274724,SPY,B_ibs_lt_0.5,stop_10pct,1x,2022-09-21,2026-09-16
44,0.5454545454545454,0.00438462633851675,2.2446056064527626,0.048235897710790177,0.9888847663181187,2.030975499354353,-0.04025883466523539,0.06043956043956044,-0.030162264053235275,0.0019922693035450134,11.037774725274724,SPY,B_ibs_lt_0.5,stop_10pct,2x,2022-09-21,2026-09-16
28,0.6071428571428571,0.00491203236776855,2.6958181418460647,0.03440267047126144,0.9947151791313591,2.1874889638992214,-0.021674878353570515,0.038461538461538464,-0.018426040287839052,-0.0010368918174820108,7.024038461538462,SPY,C_ibs_lt_0.3,no_stop,1x,2022-09-21,2026-09-16
28,0.5714285714285714,0.004512032367768553,2.472973773589349,0.03151358070467225,0.9137128481484926,1.9720400192138603,-0.02519989016460522,0.038461538461538464,-0.01882604028783905,-0.0030337240786197928,7.024038461538462,SPY,C_ibs_lt_0.3,no_stop,2x,2022-09-21,2026-09-16
28,0.6071428571428571,0.004369552770636077,2.270575000393995,0.030417675545496792,0.8396791822495587,1.6626522740828997,-0.03661291375174924,0.03777472527472527,-0.02040000000000002,-0.003103035255679787,7.024038461538462,SPY,C_ibs_lt_0.3,stop_2pct,1x,2022-09-21,2026-09-16
28,0.5714285714285714,0.003969552770636078,2.1009127086403865,0.027538108109054438,0.762812809297864,1.4803757753144313,-0.04009008947351511,0.03777472527472527,-0.020800000000000016,-0.006290048461850772,7.024038461538462,SPY,C_ibs_lt_0.3,stop_2pct,2x,2022-09-21,2026-09-16
28,0.6071428571428571,0.00491203236776855,2.6958181418460647,0.03440267047126144,0.9947151791313591,2.1874889638992214,-0.021674878353570515,0.038461538461538464,-0.018426040287839052,-0.0010368918174820108,7.024038461538462,SPY,C_ibs_lt_0.3,stop_5pct,1x,2022-09-21,2026-09-16
28,0.5714285714285714,0.004512032367768553,2.472973773589349,0.03151358070467225,0.9137128481484926,1.9720400192138603,-0.02519989016460522,0.038461538461538464,-0.01882604028783905,-0.0030337240786197928,7.024038461538462,SPY,C_ibs_lt_0.3,stop_5pct,2x,2022-09-21,2026-09-16
28,0.6071428571428571,0.00491203236776855,2.6958181418460647,0.03440267047126144,0.9947151791313591,2.1874889638992214,-0.021674878353570515,0.038461538461538464,-0.018426040287839052,-0.0010368918174820108,7.024038461538462,SPY,C_ibs_lt_0.3,stop_10pct,1x,2022-09-21,2026-09-16
28,0.5714285714285714,0.004512032367768553,2.472973773589349,0.03151358070467225,0.9137128481484926,1.9720400192138603,-0.02519989016460522,0.038461538461538464,-0.01882604028783905,-0.0030337240786197928,7.024038461538462,SPY,C_ibs_lt_0.3,stop_10pct,2x,2022-09-21,2026-09-16
18,0.7222222222222222,0.005289906257770031,3.2737243598955375,0.023797785641817226,0.9623038276266702,2.1774093483183723,-0.018426040287839007,0.024725274725274724,-0.018426040287839052,0.0011746312413085658,4.5154532967032965,SPY,D_ibs_lt_0.2,no_stop,1x,2022-09-21,2026-09-16
18,0.6666666666666666,0.004889906257770032,2.993887227635924,0.02195939022012583,0.8895385436511216,1.829282666072503,-0.018826040287838963,0.024725274725274724,-0.01882604028783905,-0.0008184758696323513,4.5154532967032965,SPY,D_ibs_lt_0.2,no_stop,2x,2022-09-21,2026-09-16
18,0.7222222222222222,0.005289906257770031,3.2737243598955375,0.023797785641817226,0.9623038276266702,2.1774093483183723,-0.018426040287839007,0.024725274725274724,-0.018426040287839052,0.0011746312413085658,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_2pct,1x,2022-09-21,2026-09-16
18,0.6666666666666666,0.004889906257770032,2.993887227635924,0.02195939022012583,0.8895385436511216,1.829282666072503,-0.018826040287838963,0.024725274725274724,-0.01882604028783905,-0.0008184758696323513,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_2pct,2x,2022-09-21,2026-09-16
18,0.7222222222222222,0.005289906257770031,3.2737243598955375,0.023797785641817226,0.9623038276266702,2.1774093483183723,-0.018426040287839007,0.024725274725274724,-0.018426040287839052,0.0011746312413085658,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_5pct,1x,2022-09-21,2026-09-16
18,0.6666666666666666,0.004889906257770032,2.993887227635924,0.02195939022012583,0.8895385436511216,1.829282666072503,-0.018826040287838963,0.024725274725274724,-0.01882604028783905,-0.0008184758696323513,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_5pct,2x,2022-09-21,2026-09-16
18,0.7222222222222222,0.005289906257770031,3.2737243598955375,0.023797785641817226,0.9623038276266702,2.1774093483183723,-0.018426040287839007,0.024725274725274724,-0.018426040287839052,0.0011746312413085658,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_10pct,1x,2022-09-21,2026-09-16
18,0.6666666666666666,0.004889906257770032,2.993887227635924,0.02195939022012583,0.8895385436511216,1.829282666072503,-0.018826040287838963,0.024725274725274724,-0.01882604028783905,-0.0008184758696323513,4.5154532967032965,SPY,D_ibs_lt_0.2,stop_10pct,2x,2022-09-21,2026-09-16
6,0.5,0.024981662621167352,10.758818340454837,0.03698088845742986,0.896308712873085,18.869050919549228,-0.004588035704778837,0.008241758241758242,-0.007320991295248036,-0.007320991295247992,1.5051510989010988,SPY,E_close_lt_sma180,no_stop,1x,2022-09-21,2026-09-16
6,0.5,0.024581662621167347,9.906701191671036,0.03637117603315687,0.8819572467362612,18.566924496569495,-0.004988035704778904,0.008241758241758242,-0.007720991295248036,-0.007720991295248059,1.5051510989010988,SPY,E_close_lt_sma180,no_stop,2x,2022-09-21,2026-09-16
6,0.3333333333333333,0.00702972162429991,2.1795019955267256,0.010195759856335807,0.3702022587969763,1.2749685026459716,-0.02378002366691645,0.007554945054945055,-0.02040000000000002,-0.007320991295247992,1.5051510989010988,SPY,E_close_lt_sma180,stop_2pct,1x,2022-09-21,2026-09-16
6,0.3333333333333333,0.006629721624299908,2.0647464397905053,0.009591547637305853,0.34913728475776057,1.2024211916265002,-0.02457032350208721,0.007554945054945055,-0.020800000000000016,-0.007720991295248059,1.5051510989010988,SPY,E_close_lt_sma180,stop_2pct,2x,2022-09-21,2026-09-16
6,0.5,0.024981662621167352,10.758818340454837,0.03698088845742986,0.896308712873085,18.869050919549228,-0.004588035704778837,0.008241758241758242,-0.007320991295248036,-0.007320991295247992,1.5051510989010988,SPY,E_close_lt_sma180,stop_5pct,1x,2022-09-21,2026-09-16
6,0.5,0.024581662621167347,9.906701191671036,0.03637117603315687,0.8819572467362612,18.566924496569495,-0.004988035704778904,0.008241758241758242,-0.007720991295248036,-0.007720991295248059,1.5051510989010988,SPY,E_close_lt_sma180,stop_5pct,2x,2022-09-21,2026-09-16
6,0.5,0.024981662621167352,10.758818340454837,0.03698088845742986,0.896308712873085,18.869050919549228,-0.004588035704778837,0.008241758241758242,-0.007320991295248036,-0.007320991295247992,1.5051510989010988,SPY,E_close_lt_sma180,stop_10pct,1x,2022-09-21,2026-09-16
